TLGP Case No. (Institutions and all their subsidiaries get the number),FDIC Bank ID No. (Certificate Number),FDIC Bank Holding Company ID No. (RSSD ID),Thrift Holding Company ID No. (THC Number),Entity Name,City,State,"Transaction Account Guarantee Option (Yes or No, Blank entries are holding companies that aren't eligible for this option)",Debt Guarantee Option (Yes or No)
23664,34413,,,Bank of St. Augustine,ST. AUGUSTINE,FL,Y,Y
23665,,,H3725,"Banc Affiliated, Inc.",Bedford,TX, ,N
23665,34885,,,Affiliated Bank,BEDFORD,TX,Y,N
23666,,,H3726,"Lincoln Federal Bancorp, Inc.",Lincoln,NE, ,N
23666,,,H3727,"Lincoln Federal Bancorp, M.H.C.",Lincoln,NE, ,N
23666,29692,,,Lincoln FSB of Nebraska,LINCOLN,NE,Y,N
23667,,,H3736,"Mutual Federal Bancorp, MHC",Chicago,IL, ,N
23667,,,H4268,"Mutual Federal Bancorp, Inc.",Chicago,IL, ,N
23667,28302,,,Mutual Federal Savings and Loan Association of Chicago,CHICAGO,IL,Y,N
23668,,,H3738,"First Charter, MHC",West Point,GA, ,N
23668,,,H3739,Charter Financial Corp.,West Point,GA, ,N
23668,30720,,,CharterBank,WEST POINT,GA,Y,N
23669,,,H2403,Prospect Financial Corporation,Warwick,RI, ,N
23669,,,H3742,John M. Murphy Irrevocable Trust,Providence,RI, ,N
23669,,,H3743,Gracilda M. Murphy Irrevocable Trust,Providence,RI, ,N
23669,27417,,,"Home Loan Investment Bank, F.S.B.",WARWICK,RI,N,N
23670,,,H3746,"Globe Bancorp, Inc.",Metairie,LA, ,N
23670,29869,,,Globe Homestead Savings Bank,METAIRIE,LA,N,N
23671,,,H2733,"Foundation Bancorp, Inc.",Cincinnati,OH, ,N
23671,,,H3755,Garfield Acquisition Corp.,Cincinnati,OH, ,N
23671,28724,,,Foundation Bank,CINCINNATI,OH,Y,N
23672,,,H3506,SEI Investments Company,Oaks,PA, ,N
23672,,,H3761,1980 Lifetime Trust,Oaks,PA, ,N
23672,,,H3762,1980 Minority Trusts,Oaks,PA, ,N
23672,,,H3763,Alfred P. West Grantor Retained      Annuity Trust - II,Oaks,PA, ,N
23672,,,H3764,Alfred P. West Grantor Retained      Annuity Trust - IIA,Oaks,PA, ,N
23672,,,H3765,Alfred P. West Grantor Retained      Annuity Trust - V,Oaks,PA, ,N
23672,,,H3766,"APWest Associates, L.L.P.",Oaks,PA, ,N
23672,35388,,,SEI Private Trust Company,OAKS,PA,N,N
23673,,,H2817,Principal Holding Company,Des Moines,IA, ,Y
23673,,,H3135,Principal Life Insurance Company,Des Moines,IA, ,Y
23673,,,H3767,"Principal Financial Group, Inc.",Des Moines,IA, ,Y
23673,,,H3768,Principal Financial Services Inc.,Des Moines,IA, ,Y
23673,34507,,,Principal Bank,DES MOINES,IA,Y,Y
23674,,,H3769,"WBSB Bancorp, MHC",West Bend,WI, ,Y
23674,,,H3770,"WBSB Bancorp, Inc.",West Bend,WI, ,Y
23674,28400,,,West Bend Savings Bank,WEST BEND,WI,Y,Y
23675,,,H3772,"Prudential IBH Holdco, Inc.",Newark,NJ, ,Y
23675,32957,,,"Prudential Bank & Trust, FSB",HARTFORD,CT,Y,Y
23676,,,H3776,"Maple City Savings, MHC",Hornell,NY, ,N
23676,28585,,,"Maple City Savings Bank, FSB",HORNELL,NY,N,N
23677,,,H3778,Cenlar Capital Corporation,Ewing,NJ, ,Y
23677,30996,,,Cenlar FSB,TRENTON,NJ,Y,Y
23678,,,H3784,"Gateway Community Financial, MHC",Sewell,NJ, ,Y
23678,,,H3785,Gateway Community Financial Corp.,Sewell,NJ, ,Y
23678,28126,,,GCF Bank,SEWELL,NJ,Y,Y
23679,,,H3791,Grand Financial Corporation,Hattiesburg,MS, ,N
23679,31864,,,"Grand Bank for Savings, FSB",HATTIESBURG,MS,Y,N
23680,,,H3795,"AJS Bancorp, MHC",Midlothian,IL, ,N
23680,,,H3796,"AJS Bancorp, Inc.",Midlothian,IL, ,N
23680,27831,,,A J Smith Federal Savings Bank,MIDLOTHIAN,IL,Y,N
23682,,,H3798,"Wayne Savings Bancshares, Inc.",Wooster,OH, ,Y
23682,29847,,,Wayne Savings Community Bank,WOOSTER,OH,Y,Y
23683,,,H3801,"East Side Financial, Inc.",Tamarac,FL, ,N
23683,,,H3802,Raddatz Family Limited Partnership,Tamarac,FL, ,N
23683,28144,,,First East Side Savings Bank,TAMARAC,FL,Y,N
23685,,,H3810,Charleroi Financial MHC,Charleroi,PA, ,N
23685,,,H3811,CF Financial Corp.,Charleroi,PA, ,N
23685,29672,,,Charleroi Federal Savings Bank,CHARLEROI,PA,Y,N
23688,,,H3826,Modern Woodmen of America,Rock Island,IL, ,N
23688,57366,,,MWABank,ROCK ISLAND,IL,Y,N
23689,,,H3829,Guaranty Financial M.H.C.            Attn:  Finance Dept,Milwaukee,WI, ,Y
23689,,,H3830,Guaranty Financial Corporation,Milwaukee,WI, ,Y
23689,,,H3862,Douglas S. Levy Children's Trust,Milwaukee,WI, ,Y
23689,,,H3863,Jill Levy Belconis Children's Trust,Milwaukee,WI, ,Y
23689,,,H3864,Michelle Ruth Levy Irrevocable Trust,Milwaukee,WI, ,Y
23689,,,H3865,Jeffrey Louis Levy Irrevocable Trust,Milwaukee,WI, ,Y
23689,,,H3866,Hannah Sara Levy Irrevocable Trust,Milwaukee,WI, ,Y
23689,30003,,,Guaranty Bank,MILWAUKEE,WI,Y,Y
23690,,,H3339,"First Command Financial Services, Inc",Ft. Worth,TX, ,N
23690,,,H3848,"First Command Financial Planning, IncEmployee Stock Ownership Plan Trust",Ft. Worth,TX, ,N
23690,34415,,,First Command Bank,FORT WORTH,TX,N,N
23692,,,H3854,Minden Mutual Holding Company,Minden,LA, ,Y
23692,,,H3855,"Minden Bancorp, Inc.",Minden,LA, ,Y
23692,29829,,,MBL Bank,MINDEN,LA,Y,Y
23693,,,H3859,"First PacTrust Bancorp, Inc.",Chula Vista,CA, ,N
23693,35498,,,"Pacific Trust Bank, FSB",CHULA VISTA,CA,N,N
23694,,,H3871,"Brookline Bancorp, Inc.",Brookline,MA, ,Y
23694,17798,,,Brookline  Bank,BROOKLINE,MA,Y,Y
23695,,,H3760,"Victory Bancorp, Inc.",Ft. Mitchell,KY, ,N
23695,,,H3861,The EMF Trust,Ft Mitchell,KY, ,N
23695,57277,,,Victory Community Bank,FORT MITCHELL,KY,N,N
23696,,,H3867,TierOne Corporation,Lincoln,NE, ,N
23696,29341,,,TierOne Bank,LINCOLN,NE,Y,N
23697,,,H3869,Territorial Mutual Holding Company,Honolulu,HI, ,N
23697,,,H3870,"Territorial Savings Group, Inc.",Honolulu,HI, ,N
23697,30836,,,Territorial Savings Bank,HONOLULU,HI,Y,N
23698,,,H3882,"Atlantic Coast Federal, MHC",Waycross,GA, ,Y
23698,,,H3883,Atlantic Coast Federal Corporation,Waycross,GA, ,Y
23698,45826,,,Atlantic Coast Bank,WAYCROSS,GA,Y,Y
23699,,,H3876,"Delanco, MHC",Delanco,NJ, ,Y
23699,,,H3877,"Delanco Bancorp, Inc.",Delanco,NJ, ,Y
23699,28631,,,Delanco Federal Savings Bank,DELANCO,NJ,Y,Y
23700,,,H3879,"Colonial Bankshares, MHC",Vineland,NJ, ,Y
23700,,,H3880,"Colonial Bankshares, Inc.",Vineland,NJ, ,Y
23700,30218,,,"Colonial Bank, FSB",VINELAND,NJ,Y,Y
23701,,,H3900,"Universal Savings Banc Holdings, Inc.",Milwaukee,WI, , 
23703,,,H3916,CCSB Financial Corp.,Liberty,MO, ,Y
23703,29764,,,Clay County Savings Bank,LIBERTY,MO,Y,Y
23704,,,H3933,"American Bank Holdings, Inc.",Silver Spring,MD, ,Y
23704,32328,,,American Bank,SILVER SPRING,MD,Y,Y
23705,,,H3934,Malaga Financial Corporation,Palos Verdes Estates,CA, ,Y
23705,32282,,,Malaga Bank F.S.B.,PALOS VERDES PENINSULA,CA,Y,Y
23706,,,H3494,"BofI Holdings, Inc.",San Diego,CA, ,Y
23706,35546,,,Bank of Internet USA,SAN DIEGO,CA,Y,Y
23707,,,H3930,Satuit MHC,Scituate,MA, ,N
23707,,,H3931,"Satuit Bancorp, Inc.",Scituate,MA, ,N
23707,30424,,,Scituate Federal Savings Bank,SCITUATE,MA,Y,N
23708,,,H3901,"Shay Investments Services, Inc.",Miami,FL, ,N
23708,,,H3937,Rodger D. Shay Declaration of Trust,Miami,FL, ,N
23708,,,H3938,Rodger D. Shay Jr Declaration Trust,Miami,FL, ,N
23708,,,H3939,Rodger D. Shay Irrevocable Trust,Miami,FL, ,N
23708,,,H3940,"Rodger D. Shay, Jr. Irrevocable Trust",Miami,FL, ,N
23708,29679,,,First Financial Bank and Trust Co.,PLAQUEMINE,LA,N,N
23709,,,H3941,"Pioneer Bancorp, Inc.",Roswell,NM, ,Y
23709,27872,,,Pioneer Bank,ROSWELL,NM,Y,Y
23710,,,H3903,"Urban Trust Holdings, Inc.",Bethesda,MD, ,Y
23710,31390,,,Urban Trust Bank,LAKE MARY,FL,Y,Y
23711,,,H3952,"MRCB Holdings, Inc.",Palmetto,FL, ,Y
23711,34852,,,Manatee River Community Bank,PALMETTO,FL,Y,Y
23714,,,H3886,Cuna Mutual Insurance Society,Madison,WI, ,Y
23714,,,H3887,Suncoast Schools Federal Credit Union,Tampa,FL, ,Y
23714,57470,,,Members Trust Company,TAMPA,FL,Y,Y
23715,,,H1125,U.S. Bancorp,Cincinnati,OH, ,N
23715,,,H2639,"Guardian Bancorp, Inc.",Cincinnati,OH, ,N
23715,,,H3902,"LSB Bancshares, LLC",Cincinnati,OH, ,N
23715,,,H4288,Beck Family Trust,Cincinnati,OH, ,N
23715,,,H4289,Yeaggy Family Trust,Cincinnati,OH, ,N
23715,27998,,,"Guardian Savings Bank, A Federal Savings Bank",CINCINNATI,OH,N,N
23715,32296,,,Union Savings Bank,CINCINNATI,OH,N,N
23716,,,H3956,K-Fed Mutual Holding Company,Covina,CA, ,Y
23716,,,H3957,K-Fed Bancorp,Covina,CA, ,Y
23716,35448,,,Kaiser Federal Bank,COVINA,CA,Y,Y
23717,,,H3891,The Western & Southern Life InsuranceCompany,Cincinnati,OH, ,N
23717,,,H3935,Western & Southern Mutual Holding Co.,Cincinnati,OH, ,N
23717,,,H3936,"Western & Southern Financial Group,  Inc.",Cincinnati,OH, ,N
23717,57677,,,Fort Washington Savings Company,CINCINNATI,OH,Y,N
23718,,,H3960,"Scottsburg B&L, MHC",Scottsburg,IN, ,N
23718,,,H3961,B & L Financial Corp.,Scottsburg,IN, ,N
23718,29910,,,Scottsburg Building and Loan Association,SCOTTSBURG,IN,Y,N
23719,,,H3970,"Homeland Bancshares, Inc.",Columbia,LA, ,N
23719,32459,,,Homeland Federal Savings Bank,COLUMBIA,LA,Y,N
23720,,,H3977,Bank Mutual Corporation,Brown Deer,WI, ,N
23720,30125,,,Bank Mutual,BROWN DEER,WI,Y,N
23721,,,H3978,Cornerstone Bancshares,Atlanta,GA, ,Y
23721,35027,,,CornerstoneBank,ATLANTA,GA,Y,Y
23722,,,H3981,"Flatbush Federal Bancorp, MHC",Brooklyn,NY, ,N
23722,,,H3982,"Flatbush Federal Bancorp, Inc.",Brooklyn,NY, ,N
23722,29435,,,Flatbush Federal Savings and Loan Association,NEW YORK CITY,NY,Y,N
23723,,,H3983,Cheviot Mutual Holding Company,Cincinnati,OH, ,N
23723,,,H3984,Cheviot Financial Corp.,Cincinnati,OH, ,N
23723,27946,,,Cheviot Savings Bank,CHEVIOT,OH,N,N
23724,,,H2426,First Federal Bancorporation,Bemidji,MN, ,Y
23724,,,H3992,Great River Holding Company,Baxter,MN, ,Y
23724,27932,,,RiverWood Bank,BEMIDJI,MN,Y,Y
23724,31063,,,First Federal Savings Bank,BAXTER,MN,Y,Y
23727,,,H3962,"Bank Financial Services, Inc.",Edina,MN, ,Y
23727,57695,,,American Investors Bank and Mortgage,EDEN PRAIRIE,MN,Y,Y
23728,,,H3966,Alfa Mutual Insurance Company,Montgomery,AL, ,Y
23728,,,H3967,Alfa Corporation,Montgomery,AL, ,Y
23728,,,H3968,Alfa Financial Corporation,Montgomery,AL, ,Y
23728,,,H3969,MidCountry Financial Corp.,Macon,GA, ,Y
23728,,,H3997,Alfa Mutual Fire Insurance Company,Montgomery,AL, ,Y
23728,28865,,,MidCountry Bank,MARION,IL,Y,Y
23730,,,H4023,"Hudson City Bancorp, Inc.",Paramus,NJ, ,N
23730,13074,,,Hudson City Savings Bank,PARAMUS,NJ,Y,N
23733,,,H3999,Independence Holding Corporation,Franklin,TN, ,N
23733,34553,,,Independence Trust Company,FRANKLIN,TN,N,N
23736,,,H4052,"Wawel Financial Services, MHC",Wallington,NJ, ,N
23736,32260,,,Wawel Savings Bank,WALLINGTON,NJ,Y,N
23738,,,H4068,SE Financial Corp.,Philadelphia,PA, ,Y
23738,28916,,,St. Edmond's Federal Savings Bank,PHILADELPHIA,PA,Y,Y
23740,,,H3979,"Clifton Savings Bancorp, Inc.",Clifton,NJ, ,N
23740,,,H4048,Clifton MHC,Clifton,NJ, ,N
23740,28633,,,Clifton Savings Bank,CLIFTON,NJ,Y,N
23741,,,H4072,"Madison County Holding, MHC",Madison,NE, ,N
23741,,,H4073,Madison County Financial Corporation,Madison,NE, ,N
23741,31999,,,Madison County Bank,MADISON,NE,Y,N
23742,,,H1397,"Hopkins Bancorp, Inc.",Baltimore,MD, ,Y
23742,,,H4100,"Canasi C, LLC",Baltimore,MD, ,Y
23742,,,H4101,"Canasi N, LLC",Baltimore,MD, ,Y
23742,,,H4102,"Canasi S, LLC",Baltimore,MD, ,Y
23742,32372,,,Hopkins Federal Savings Bank,BALTIMORE,MD,Y,Y
23743,,,H4070,Dalhart Fedederal Mutual Holding Co,Dalhart,TX, ,N
23743,,,H4071,Dalhart Federal Corporation,Dalhart,TX, ,N
23743,29208,,,Dalhart Federal Savings and Loan Association,DALHART,TX,Y,N
23744,,,H4089,DSA Financial Corporation,Lawrenceburg,IN, ,Y
23744,29926,,,Dearborn Savings Bank,LAWRENCEBURG,IN,Y,Y
23745,,,H3066,Benjamin Curry Quazzo Minority Trust,Jacksonville,FL, ,Y
23745,,,H3301,Caroline T. Quazzo Minority Trust,Jacksonville,FL, ,Y
23745,,,H4103,Hicks Investments Limited Partnership,Jacksonville,FL, ,Y
23745,,,H4104,Hicks Investments Corporation,Jacksonville,FL, ,Y
23745,,,H4151,"David M. Hicks, Jr. Revocable Trust  c/o W. Robinson Frazier",Jacksonville,FL, ,Y
23745,,,H4188,EverBank Financial Corp.,Jacksonville,FL, ,Y
23745,,,H4427,"David M Hicks, Jr. Grantor Retained  Annuity Trust",Jacksonville,FL, ,Y
23745,,,H4428,Robert M. Clements Grantor Retained  Annuity Trust,Jacksonville,FL, ,Y
23745,34775,,,EverBank,JACKSONVILLE,FL,Y,Y
23746,,,H4105,"Diamond Bancorp, Inc.",Chicago,IL, ,Y
23746,29539,,,"Diamond Bank, FSB",CHICAGO,IL,Y,Y
23747,,,H4082,"SI Bancorp, MHC",Willimantic,CT, ,Y
23747,,,H4083,"SI Financial Group, Inc.",Willimantic,CT, ,Y
23747,18214,,,Savings Institute Bank and Trust Company,WILLIMANTIC,CT,Y,Y
23749,,,H4111,"Putnam Bancorp MHC, Inc.",Putnam,CT, ,N
23749,,,H4112,"PSB Holdings, Inc.",Putnam,CT, ,N
23749,18240,,,Putnam Bank,PUTNAM,CT,Y,N
23750,,,H4113,"Roebling Financial Corp, Inc.",Roebling,NJ, ,N
23750,31419,,,Roebling Bank,ROEBLING,NJ,Y,N
23751,,,H4116,Naugatuck Valley Mutual Hold Company,Naugatuck,CT, ,Y
23751,,,H4118,Naugatuck Valley Financial Corp,Naugatuck,CT, ,Y
23751,30365,,,Naugatuck Valley Savings and Loan,NAUGATUCK,CT,Y,Y
23753,,,H4119,"MidWest Bancorporation, Inc.",Hopkins,MN, ,N
23753,5095,,,Star Bank,BERTHA,MN,Y,N
23754,,,H4107,"FSB Community Bankshares, MHC",Fairport,NY, ,N
23754,,,H4108,"FSB Community Bankshares, Inc.",Fairport,NY, ,N
23754,30056,,,Fairport Savings Bank,FAIRPORT,NY,Y,N
23755,,,H2937,Johnston Growth Corporation,Johnston,IA, ,N
23755,,,H4130,Frampton Family Trust,Johnston,IA, ,N
23755,34686,,,Charter Bank,JOHNSTON,IA,Y,N
23756,,,H4109,"MainStreet Financial Corporation, MHC",Hastings,MI, ,N
23756,,,H4110,MainStreet Financial Corporation,Hastings,MI, ,N
23756,28136,,,"Mainstreet Savings Bank, FSB",HASTINGS,MI,Y,N
23757,,,H4131,"Georgetown Bancorp, MHC",Georgetown,MA, ,Y
23757,,,H4132,"Georgetown Bancorp, Inc.",Georgetown,MA, ,Y
23757,90202,,,Georgetown Savings Bank,GEORGETOWN,MA,Y,Y
23758,,,H4135,"Bay-Vanguard, MHC",Baltimore,MD, ,Y
23758,,,H4136,"BV Financial, Inc.",Baltimore,MD, ,Y
23758,32527,,,Bay-Vanguard Federal Savings Bank,BALTIMORE,MD,Y,Y
23759,,,H4138,"Home Federal Bancorp, Inc.           of Louisiana",Shreveport,LA, ,Y
23759,,,H4139,Home Federal Mutual Holding Company,Shreveport,LA, ,Y
23759,27654,,,Home Federal Savings and Loan Association,SHREVEPORT,LA,Y,Y
23760,,,H4141,"Slavie Bancorp, MHC",Bel Air,MD, ,N
23760,,,H4142,"SFSB, INC.",Bel Air,MD, ,N
23760,32368,,,Slavie Federal Savings Bank,BEL AIR,MD,N,N
23762,,,H4127,"Roma Financial Corporation, MHC",Robbinsville,NJ, ,N
23762,,,H4128,Roma Financial Corporation,Robbinsville,NJ, ,N
23762,30041,,,Roma Bank,ROBBINSVILLE,NJ,Y,N
23762,58702,,,RomAsia Bank,MONMOUTH JUNCTION,NJ,Y,N
23763,,,H1275,First Eastern Bankshares Corporation,Andover,MA, ,N
23763,,,H4148,First Eastern Bankshares Bus. Trust,Andover,MA, ,N
23763,29656,,,First Federal Savings Bank of Boston,BOSTON,MA,N,N
23765,,,H2387,"Frankfort First Bancorp, Inc.",Frankfort,KY, ,N
23765,,,H4137,"First Federal, MHC",Hazard,KY, ,N
23765,,,H4146,Kentucky First Federal Bancorp,Hazard,KY, ,N
23765,29937,,,First Federal Savings Bank of Frankfort,FRANKFORT,KY,N,N
23765,31197,,,First Federal Savings and Loan Association,HAZARD,KY,N,N
23767,,,H4152,"First Federal of Northern Michigan   Bancorp, Inc.",Alpena,MI, ,Y
23767,30985,,,First Federal of Northern Michigan,ALPENA,MI,Y,Y
23768,,,H4153,"Rome Bancorp, Inc.",Rome,NY, ,Y
23768,15983,,,The Rome Savings Bank,ROME,NY,Y,Y
23770,,,H4158,"BFS Bancorp, MHC",Brooklyn,NY, ,N
23770,,,H4159,"Brooklyn Federal Bancorp, Inc.",Brooklyn,NY, ,N
23770,29272,,,Brooklyn Federal Savings Bank,BROOKLYN,NY,Y,N
23771,,,H4144,BankFinancial Corporation,Burr Ridge,IL, ,N
23771,28808,,,"BankFinancial, FSB",BURR RIDGE,IL,Y,N
23772,,,H4154,Peoples Federal MHC,Brighton,MA, ,N
23772,,,H4155,"Peoples Federal Bancorp, Inc.",Brighton,MA, ,N
23772,29861,,,Peoples Federal Savings Bank,BRIGHTON,MA,Y,N
23773,,,H4190,"North Shore, MHC",Waukegan,IL, ,N
23773,,,H4191,NSTS Financial Corporation,Waukegan,IL, ,N
23773,27683,,,North Shore Trust and Savings,WAUKEGAN,IL,Y,N
23774,,,H4212,"Ottawa Savings Bancorp, MHC",Ottawa,IL, ,N
23774,,,H4213,"Ottawa Savings Bancorp, Inc.",Ottawa,IL, ,N
23774,27989,,,Ottawa Savings Bank,OTTAWA,IL,Y,N
23775,,,H4209,Bradford Bank MHC,Baltimore,MD, ,Y
23775,,,H4210,Bradford Mid-Tier Company,Baltimore,MD, ,Y
23775,28312,,,Bradford Bank,BALTIMORE,MD,Y,Y
23776,,,H4140,Saddle River Valley Bancorp,Saddle River,NJ, ,Y
23776,57936,,,Saddle River Valley Bank,SADDLE RIVER,NJ,Y,Y
23777,,,H4147,Partners Financial Corporation,Naples,FL, ,N
23777,57959,,,Partners Bank,NAPLES,FL,Y,N
23778,,,H4233,"Western Community Bancshares, Inc.",Park City,UT, ,Y
23778,34738,,,"Frontier Bank, FSB",PARK CITY,UT,Y,Y
23779,,,H3421,"Fidelity Thrift Holding Co., Inc.",Boston,MA, ,Y
23779,,,H4246,The Johnson Family 2005 Generation-  Skipping Trust A,Boston,MA, ,Y
23779,,,H4247,The Johnson Family 2005 Generation - Skipping Trust B,Boston,MA, ,Y
23779,,,H4281,Edward C. Johnson 3d 2005 Trust 1,Boston,MA, ,Y
23779,,,H4282,Edward C. Johnson 3d 2005 Trust 2,Boston,MA, ,Y
23779,,,H4283,Edward C. Johnson 3d 2005 Trust 3,Boston,MA, ,Y
23779,,,H4457,FMR LLC,Boston,MA, ,Y
23779,35206,,,"Fidelity Personal Trust Company, FSB",BOSTON,MA,Y,Y
23781,,,H4234,"American Bancorp of New Jersey,Inc.",Bloomfield,NJ, ,Y
23781,30617,,,American Bank of New Jersey,BLOOMFIELD,NJ,Y,Y
23782,,,H4223,"First Federal, MHC",Mattoon,IL, ,N
23782,27858,,,First Federal Savings and Loan Association of Mattoon,MATTOON,IL,N,N
23783,,,H4244,Equitable Financial MHC,Grand Island,NE, ,Y
23783,,,H4245,Equitable Financial Corporation,Grand Island,NE, ,Y
23783,31485,,,Equitable Bank,GRAND ISLAND,NE,Y,Y
23784,,,H4235,The Banc Corporation,Birmingham,AL, ,Y
23784,17750,,,Superior Bank,BIRMINGHAM,AL,Y,Y
23785,,,H4236,Greenville Federal MHC,Greenville,OH, ,Y
23785,,,H4237,Greenville Federal Financial Corp.,Greenville,OH, ,Y
23785,27965,,,Greenville Federal,GREENVILLE,OH,Y,Y
23786,,,H4240,"Riverbank Financial, MHC",Carthage,NY, ,Y
23786,,,H4241,Riverbank Financial Corporation,Carthage,NY, ,Y
23786,28942,,,Carthage Federal Savings and Loan Association,CARTHAGE,NY,Y,Y
23789,,,H4269,"SK&LL Wang, LLC",Mountain View,CA, ,Y
23789,33103,,,"Gateway Bank, FSB",SAN FRANCISCO,CA,Y,Y
23792,,,H4265,"Lake Shore, MHC",Dunkirk,NY, ,N
23792,,,H4266,"Lake Shore Bancorp, Inc.",Dunkirk,NY, ,N
23792,30530,,,Lake Shore Savings Bank,DUNKIRK,NY,Y,N
23793,,,H4273,United Community MHC,Lawrenceburg,IN, ,Y
23793,,,H4274,United Community Bancorp,Lawrenceburg,IN, ,Y
23793,29620,,,United Community Bank,LAWRENCEBURG,IN,Y,Y
23794,,,H4226,Block Financial LLC,Kansas City,MO, ,Y
23794,58124,,,H&R Block Bank,KANSAS CITY,MO,Y,Y
23795,,,H4261,"Farmers & Merchants Bancorp, Inc.",Hannibal,MO, ,N
23795,,,H4284,Shirley E. Hickman Trust             C/O Farr Hickman & Slavin,Kirksville,MO, ,N
23795,,,H4285,Mary V. Plowman Trust                C/O B. Stevens Plowman,Hannibal,MO, ,N
23795,30595,,,F&M Bank and Trust Company,HANNIBAL,MO,Y,N
23796,,,H4277,Hometown Bancorp MHC,"Walden,",NY, ,N
23796,,,H4278,"Hometown Bancorp, Inc.",Walden,NY, ,N
23796,28379,,,Walden Federal Savings and Loan Association,WALDEN,NY,N,N
23797,,,H2906,"Ukrop's Thrift Holdings, Inc.",Richmond,VA, ,Y
23797,,,H4270,Markel Corporation,Glen Allen,VA, ,Y
23797,34589,,,"First Market Bank, FSB",RICHMOND,VA,Y,Y
23798,,,H4280,"Liberty Bancorp, Inc.",Liberty,MO, ,Y
23798,30817,,,BankLiberty.,LIBERTY,MO,Y,Y
23799,,,H4292,"Newport Bancorp,Inc.",Newport,RI, ,Y
23799,30626,,,Newport Federal Savings Bank,NEWPORT,RI,Y,Y
23800,,,H4290,"Northeast Community Bancorp, MHC",White Plains,NY, ,N
23800,,,H4291,"Northeast Community Bancorp, Inc.",White Plains,NY, ,N
23800,29147,,,Northeast Community Bank,WHITE PLAINS,NY,Y,N
23802,,,H4300,"Cypress Bancshares, Inc",Pittsburgh,TX, ,N
23802,,,H4301,"Cypress Bancshares of Delaware, Inc. Wilmington Trust SP Service (DE) Inc.",Wilmington,DE, ,N
23802,31905,,,"Cypress Bank, FSB",PITTSBURG,TX,Y,N
23803,,,H4287,"Monadnock Bancorp, Inc.",Peterborough,NH, ,Y
23803,34167,,,Monadnock Community Bank,PETERBOROUGH,NH,Y,Y
23806,,,H4298,ViewPoint MHC,Plano,TX, ,Y
23806,,,H4299,ViewPoint Financial Group,Plano,TX, ,Y
23806,58006,,,ViewPoint Bank,PLANO,TX,Y,Y
23807,,,H4307,Fox Chase MHC,Hatboro,PA, ,N
23807,,,H4308,"Fox Chase Bancorp, Inc.",Hatboro,PA, ,N
23807,28888,,,Fox Chase Bank,HATBORO,PA,Y,N
23808,,,H4040,"American Home Mortgage Holdings, Inc.",Melville,NY, ,Y
23808,,,H4047,American Home Mortgage Investment    Corp.,Melville,NY, ,Y
23808,32569,,,American Home Bank,CHICAGO,IL,Y,Y
23809,,,H4312,"Ben Franklin Financial, MHC",Arlington Heights,IL, ,N
23809,,,H4313,"Ben Franklin Financial, Inc.",Arlington Heights,IL, ,N
23809,28384,,,Ben Franklin Bank of Illinois,ARLINGTON HEIGHTS,IL,Y,N
23810,,,H4317,"Citizens Community Bancorp, Inc.",Eau Claire,WI, ,Y
23810,57265,,,Citizens Community Federal,EAU CLAIRE,WI,Y,Y
23814,58563,,,Select Bank,LYNCHBURG,VA,Y,N
23816.1,,,H3307,Peyton Street Independent Financial  Services Corporation,Alexandria,VA, ,N
23816.1,,,H3308,Independent Insurance Agents of Ameri,Alexandria,VA, ,N
23816.1,,,H3309,W.R. Berkley Corporation,Greenwich,CT, ,N
23816.1,,,H3582,Berkley Insurance Company,Greenwich,CT, ,N
23816.1,,,H3583,"Signet Star Holdings, Inc.","Greenwich,",CT, ,N
23816.1,57020,,,InsurBanc,FARMINGTON,CT,Y,N
23816.2,,2863946,,"ASSOCIATED COMMUNITY BANCORP, INC.",GREENWICH,CT, ,Y
23816.2,34876,,,"Connecticut Community Bank, National Association",WESTPORT,CT,Y,Y
23817,57803,,,GMAC Bank,MIDVALE,UT,Y,Y
23817.1,35228,,,Escrow Bank USA,MIDVALE,UT,Y,Y
23817.2,,,H3231,"General Motors Corporation           Attn: Rocky Gupta, Dir. Cap. Planning",Detroit,MI, ,Y
23817.2,35054,,,National Motors Bank FSB,FORT WASHINGTON,PA,Y,Y
23817.3,57529,,,Capmark Bank,MIDVALE,UT,Y,Y
23821,,1102581,,"CU BANK SHARES, INC.",DALLAS,TX, ,Y
23821,20727,,,"Town North Bank, N. A.",DALLAS,TX,Y,Y
23821,57969,,,"Town North Nevada Bank, National Association",HENDERSON,NV,Y,Y
23822,,1109227,,"WESTERN COMMERCE BANCSHARES OF CARLSBAD, INC.",CARLSBAD,NM, ,N
23822,18389,,,Western Commerce Bank,CARLSBAD,NM,Y,N
23823,,,H2421,The Jones Financial Companies        A Limited Partnership,St. Louis,MO, ,Y
23823,28390,,,Edward Jones Trust Company,Saint Louis,MO,Y,Y
23824,,3461358,,"VB TEXAS, INC.",HOUSTON,TX, ,N
23824,20349,,,Vista Bank Texas,HOUSTON,TX,Y,N
23825,,3468535,,"COMMUNITY FIRST BANCORP, INC.",FAIRVIEW HEIGHTS,IL, ,Y
23825,27393,,,Community First Bank,FAIRVIEW HEIGHTS,IL,Y,Y
23827,8252,,,Bank of Ash Grove,ASH GROVE,MO,N,N
23835.1,,2958990,,"NORTHSTAR FINANCIAL GROUP, INC.",BAD AXE,MI, ,Y
